event_id,mode,sm,warp,regext_time_ns,regext_pc,regext_op,prev_time_ns,prev_pc,prev_op,next_time_ns,next_pc,next_op
77,mode2,1,5,162815025,0x800001b4,REGEXT,162815025,0x80000188,JAL,162815035,0x80000188,JAL
76,mode1,1,4,162815015,0x800001b4,REGEXT,162814965,0x80000184,BGE,162815055,0x80000188,JAL
80,mode1,1,0,162815055,0x800001b4,REGEXT,162815005,0x80000184,BGE,162815075,0x80000188,JAL
78,mode2,1,6,162815035,0x800001b4,REGEXT,162815035,0x80000188,JAL,162815045,0x80000188,JAL
85,other,1,1,162815165,0x800001b4,REGEXT,162815155,0x8000018c,VADD,162815245,0x80000190,VMUL
82,other,1,2,162815065,0x800001b4,REGEXT,162815055,0x8000018c,VADD,162815135,0x80000190,VMUL
81,other,1,3,162815055,0x800001b4,REGEXT,162815045,0x8000018c,VADD,162815125,0x80000190,VMUL
79,other,1,7,162815035,0x800001b4,REGEXT,162815025,0x8000018c,VADD,162815105,0x80000190,VMUL
86,other,1,4,162815175,0x800001b4,REGEXT,162815165,0x8000018c,VADD,162834495,0x800002b0,VLW12
83,other,1,5,162815145,0x800001b4,REGEXT,162815135,0x8000018c,VADD,162832145,0x800002b8,VSW12
87,other,1,0,162815195,0x800001b4,REGEXT,162815185,0x8000018c,VADD,162835275,0x800002b0,VLW12
84,other,1,6,162815155,0x800001b4,REGEXT,162815145,0x8000018c,VADD,162834845,0x800002b8,VSW12
89,mode2,1,5,189784425,0x800001b4,REGEXT,189784425,0x80000188,JAL,189784435,0x80000188,JAL
90,mode2,1,6,189784435,0x800001b4,REGEXT,189784435,0x80000188,JAL,189784445,0x80000188,JAL
88,mode1,1,4,189784415,0x800001b4,REGEXT,189784365,0x80000184,BGE,189784455,0x80000188,JAL
92,mode1,1,0,189784455,0x800001b4,REGEXT,189784405,0x80000184,BGE,189784475,0x80000188,JAL
97,other,1,1,189784565,0x800001b4,REGEXT,189784555,0x8000018c,VADD,189784645,0x80000190,VMUL
94,other,1,2,189784465,0x800001b4,REGEXT,189784455,0x8000018c,VADD,189784535,0x80000190,VMUL
93,other,1,3,189784455,0x800001b4,REGEXT,189784445,0x8000018c,VADD,189784525,0x80000190,VMUL
91,other,1,7,189784435,0x800001b4,REGEXT,189784425,0x8000018c,VADD,189784505,0x80000190,VMUL
96,other,1,6,189784555,0x800001b4,REGEXT,189784545,0x8000018c,VADD,189803355,0x800002b8,VSW12
98,other,1,4,189784575,0x800001b4,REGEXT,189784565,0x8000018c,VADD,189804135,0x800002b0,VLW12
95,other,1,5,189784545,0x800001b4,REGEXT,189784535,0x8000018c,VADD,189801935,0x800002b8,VSW12
99,other,1,0,189784595,0x800001b4,REGEXT,189784585,0x8000018c,VADD,189805095,0x800002b0,VLW12
101,mode2,1,5,216677865,0x800001b4,REGEXT,216677865,0x80000188,JAL,216677875,0x80000188,JAL
100,mode1,1,4,216677855,0x800001b4,REGEXT,216677805,0x80000184,BGE,216677895,0x80000188,JAL
104,mode1,1,0,216677895,0x800001b4,REGEXT,216677845,0x80000184,BGE,216677915,0x80000188,JAL
102,mode2,1,6,216677875,0x800001b4,REGEXT,216677875,0x80000188,JAL,216677885,0x80000188,JAL
109,other,1,1,216678005,0x800001b4,REGEXT,216677995,0x8000018c,VADD,216678085,0x80000190,VMUL
106,other,1,2,216677905,0x800001b4,REGEXT,216677895,0x8000018c,VADD,216677975,0x80000190,VMUL
105,other,1,3,216677895,0x800001b4,REGEXT,216677885,0x8000018c,VADD,216677965,0x80000190,VMUL
103,other,1,7,216677875,0x800001b4,REGEXT,216677865,0x8000018c,VADD,216677945,0x80000190,VMUL
110,other,1,4,216678015,0x800001b4,REGEXT,216678005,0x8000018c,VADD,216699435,0x800002b0,VLW12
107,other,1,5,216677985,0x800001b4,REGEXT,216677975,0x8000018c,VADD,216695795,0x800002b8,VSW12
111,other,1,0,216678035,0x800001b4,REGEXT,216678025,0x8000018c,VADD,216700095,0x800002b0,VLW12
108,other,1,6,216677995,0x800001b4,REGEXT,216677985,0x8000018c,VADD,216698945,0x800002b8,VSW12
113,mode2,1,5,244946385,0x800001b4,REGEXT,244946385,0x80000188,JAL,244946395,0x80000188,JAL
116,mode1,1,6,244946415,0x800001b4,REGEXT,244946365,0x80000184,BGE,244946435,0x80000188,JAL
112,mode1,1,2,244946375,0x800001b4,REGEXT,244946325,0x80000184,BGE,244946415,0x80000188,JAL
114,mode2,1,4,244946395,0x800001b4,REGEXT,244946395,0x80000188,JAL,244946405,0x80000188,JAL
117,other,1,3,244946415,0x800001b4,REGEXT,244946405,0x8000018c,VADD,244946485,0x80000190,VMUL
115,other,1,7,244946395,0x800001b4,REGEXT,244946385,0x8000018c,VADD,244946465,0x80000190,VMUL
118,other,1,0,244946425,0x800001b4,REGEXT,244946415,0x8000018c,VADD,244946495,0x80000190,VMUL
121,other,1,1,244946525,0x800001b4,REGEXT,244946515,0x8000018c,VADD,244946605,0x80000190,VMUL
120,other,1,4,244946515,0x800001b4,REGEXT,244946505,0x8000018c,VADD,244978715,0x800002b8,VSW12
123,other,1,6,244946555,0x800001b4,REGEXT,244946545,0x8000018c,VADD,244979175,0x800002b0,VLW12
119,other,1,5,244946505,0x800001b4,REGEXT,244946495,0x8000018c,VADD,244977005,0x800002b8,VSW12
122,other,1,2,244946535,0x800001b4,REGEXT,244946525,0x8000018c,VADD,244980825,0x800002b0,VLW12
125,mode2,1,5,271862235,0x800001b4,REGEXT,271862235,0x80000188,JAL,271862245,0x80000188,JAL
124,mode1,1,4,271862225,0x800001b4,REGEXT,271862175,0x80000184,BGE,271862265,0x80000188,JAL
129,mode1,1,0,271862265,0x800001b4,REGEXT,271862215,0x80000184,BGE,271862285,0x80000188,JAL
127,mode2,1,6,271862245,0x800001b4,REGEXT,271862245,0x80000188,JAL,271862255,0x80000188,JAL
133,other,1,1,271862375,0x800001b4,REGEXT,271862365,0x8000018c,VADD,271862455,0x80000190,VMUL
130,other,1,2,271862275,0x800001b4,REGEXT,271862265,0x8000018c,VADD,271862345,0x80000190,VMUL
128,other,1,3,271862265,0x800001b4,REGEXT,271862255,0x8000018c,VADD,271862335,0x80000190,VMUL
126,other,1,7,271862245,0x800001b4,REGEXT,271862235,0x8000018c,VADD,271862315,0x80000190,VMUL
134,other,1,4,271862385,0x800001b4,REGEXT,271862375,0x8000018c,VADD,271881705,0x800002b0,VLW12
131,other,1,5,271862355,0x800001b4,REGEXT,271862345,0x8000018c,VADD,271879355,0x800002b8,VSW12
135,other,1,0,271862405,0x800001b4,REGEXT,271862395,0x8000018c,VADD,271882485,0x800002b0,VLW12
132,other,1,6,271862365,0x800001b4,REGEXT,271862355,0x8000018c,VADD,271882055,0x800002b8,VSW12
137,mode2,1,4,298831215,0x800001b4,REGEXT,298831215,0x80000188,JAL,298831225,0x80000188,JAL
136,mode1,1,5,298831205,0x800001b4,REGEXT,298831155,0x80000184,BGE,298831245,0x80000188,JAL
140,mode1,1,1,298831245,0x800001b4,REGEXT,298831195,0x80000184,BGE,298831265,0x80000188,JAL
138,mode2,1,7,298831225,0x800001b4,REGEXT,298831225,0x80000188,JAL,298831235,0x80000188,JAL
142,other,1,3,298831255,0x800001b4,REGEXT,298831245,0x8000018c,VADD,298831325,0x80000190,VMUL
141,other,1,2,298831245,0x800001b4,REGEXT,298831235,0x8000018c,VADD,298831315,0x80000190,VMUL
139,other,1,6,298831225,0x800001b4,REGEXT,298831215,0x8000018c,VADD,298831295,0x80000190,VMUL
145,other,1,0,298831355,0x800001b4,REGEXT,298831345,0x8000018c,VADD,298831435,0x80000190,VMUL
146,other,1,5,298831365,0x800001b4,REGEXT,298831355,0x8000018c,VADD,298851075,0x800002b0,VLW12
143,other,1,4,298831335,0x800001b4,REGEXT,298831325,0x8000018c,VADD,298848525,0x800002b8,VSW12
147,other,1,1,298831385,0x800001b4,REGEXT,298831375,0x8000018c,VADD,298851555,0x800002b0,VLW12
144,other,1,7,298831345,0x800001b4,REGEXT,298831335,0x8000018c,VADD,298850825,0x800002b8,VSW12
149,mode2,1,5,325518045,0x800001b4,REGEXT,325518045,0x80000188,JAL,325518055,0x80000188,JAL
148,mode1,1,6,325518035,0x800001b4,REGEXT,325517985,0x80000184,BGE,325518075,0x80000188,JAL
152,mode1,1,2,325518075,0x800001b4,REGEXT,325518025,0x80000184,BGE,325518095,0x80000188,JAL
150,mode2,1,0,325518055,0x800001b4,REGEXT,325518055,0x80000188,JAL,325518065,0x80000188,JAL
157,other,1,1,325518185,0x800001b4,REGEXT,325518175,0x8000018c,VADD,325518265,0x80000190,VMUL
153,other,1,3,325518075,0x800001b4,REGEXT,325518065,0x8000018c,VADD,325518145,0x80000190,VMUL
154,other,1,4,325518085,0x800001b4,REGEXT,325518075,0x8000018c,VADD,325518155,0x80000190,VMUL
151,other,1,7,325518055,0x800001b4,REGEXT,325518045,0x8000018c,VADD,325518125,0x80000190,VMUL
159,other,1,2,325518215,0x800001b4,REGEXT,325518205,0x8000018c,VADD,325540515,0x800002b0,VLW12
155,other,1,5,325518165,0x800001b4,REGEXT,325518155,0x8000018c,VADD,325535375,0x800002b8,VSW12
158,other,1,6,325518195,0x800001b4,REGEXT,325518185,0x8000018c,VADD,325540185,0x800002b0,VLW12
156,other,1,0,325518175,0x800001b4,REGEXT,325518165,0x8000018c,VADD,325541195,0x800002b8,VSW12
161,mode2,1,3,352487055,0x800001b4,REGEXT,352487055,0x80000188,JAL,352487065,0x80000188,JAL
160,mode1,1,6,352487045,0x800001b4,REGEXT,352486995,0x80000184,BGE,352487085,0x80000188,JAL
165,mode1,1,2,352487085,0x800001b4,REGEXT,352487035,0x80000184,BGE,352487105,0x80000188,JAL
163,mode2,1,0,352487065,0x800001b4,REGEXT,352487065,0x80000188,JAL,352487075,0x80000188,JAL
164,other,1,1,352487085,0x800001b4,REGEXT,352487075,0x8000018c,VADD,352487155,0x80000190,VMUL
166,other,1,4,352487095,0x800001b4,REGEXT,352487085,0x8000018c,VADD,352487165,0x80000190,VMUL
162,other,1,5,352487065,0x800001b4,REGEXT,352487055,0x8000018c,VADD,352487135,0x80000190,VMUL
169,other,1,7,352487195,0x800001b4,REGEXT,352487185,0x8000018c,VADD,352487275,0x80000190,VMUL
170,other,1,6,352487205,0x800001b4,REGEXT,352487195,0x8000018c,VADD,352506135,0x800002b0,VLW12
167,other,1,3,352487175,0x800001b4,REGEXT,352487165,0x8000018c,VADD,352503585,0x800002b8,VSW12
171,other,1,2,352487225,0x800001b4,REGEXT,352487215,0x8000018c,VADD,352506615,0x800002b0,VLW12
168,other,1,0,352487185,0x800001b4,REGEXT,352487175,0x8000018c,VADD,352505885,0x800002b8,VSW12
173,mode2,1,5,379307205,0x800001b4,REGEXT,379307205,0x80000188,JAL,379307215,0x80000188,JAL
172,mode1,1,2,379307195,0x800001b4,REGEXT,379307145,0x80000184,BGE,379307235,0x80000188,JAL
176,mode1,1,6,379307235,0x800001b4,REGEXT,379307185,0x80000184,BGE,379307255,0x80000188,JAL
174,mode2,1,4,379307215,0x800001b4,REGEXT,379307215,0x80000188,JAL,379307225,0x80000188,JAL
177,other,1,3,379307235,0x800001b4,REGEXT,379307225,0x8000018c,VADD,379307305,0x80000190,VMUL
178,other,1,0,379307245,0x800001b4,REGEXT,379307235,0x8000018c,VADD,379307315,0x80000190,VMUL
175,other,1,7,379307215,0x800001b4,REGEXT,379307205,0x8000018c,VADD,379307285,0x80000190,VMUL
181,other,1,1,379307345,0x800001b4,REGEXT,379307335,0x8000018c,VADD,379307425,0x80000190,VMUL
182,other,1,2,379307355,0x800001b4,REGEXT,379307345,0x8000018c,VADD,379327815,0x800002b0,VLW12
179,other,1,5,379307325,0x800001b4,REGEXT,379307315,0x8000018c,VADD,379324685,0x800002b8,VSW12
183,other,1,6,379307375,0x800001b4,REGEXT,379307365,0x8000018c,VADD,379328115,0x800002b0,VLW12
180,other,1,4,379307335,0x800001b4,REGEXT,379307325,0x8000018c,VADD,379326995,0x800002b8,VSW12
185,mode2,1,5,406274655,0x800001b4,REGEXT,406274655,0x80000188,JAL,406274665,0x80000188,JAL
187,mode2,1,6,406274665,0x800001b4,REGEXT,406274665,0x80000188,JAL,406274675,0x80000188,JAL
184,mode1,1,4,406274645,0x800001b4,REGEXT,406274595,0x80000184,BGE,406274685,0x80000188,JAL
189,mode1,1,0,406274685,0x800001b4,REGEXT,406274635,0x80000184,BGE,406274705,0x80000188,JAL
193,other,1,1,406274795,0x800001b4,REGEXT,406274785,0x8000018c,VADD,406274875,0x80000190,VMUL
190,other,1,2,406274695,0x800001b4,REGEXT,406274685,0x8000018c,VADD,406274765,0x80000190,VMUL
188,other,1,3,406274685,0x800001b4,REGEXT,406274675,0x8000018c,VADD,406274755,0x80000190,VMUL
186,other,1,7,406274665,0x800001b4,REGEXT,406274655,0x8000018c,VADD,406274735,0x80000190,VMUL
192,other,1,6,406274785,0x800001b4,REGEXT,406274775,0x8000018c,VADD,406293585,0x800002b8,VSW12
194,other,1,4,406274805,0x800001b4,REGEXT,406274795,0x8000018c,VADD,406294365,0x800002b0,VLW12
191,other,1,5,406274775,0x800001b4,REGEXT,406274765,0x8000018c,VADD,406292165,0x800002b8,VSW12
195,other,1,0,406274825,0x800001b4,REGEXT,406274815,0x8000018c,VADD,406295325,0x800002b0,VLW12
197,mode2,1,6,433109595,0x800001b4,REGEXT,433109595,0x80000188,JAL,433109605,0x80000188,JAL
196,mode1,1,3,433109585,0x800001b4,REGEXT,433109535,0x80000184,BGE,433109625,0x80000188,JAL
200,mode1,1,7,433109625,0x800001b4,REGEXT,433109575,0x80000184,BGE,433109645,0x80000188,JAL
198,mode2,1,5,433109605,0x800001b4,REGEXT,433109605,0x80000188,JAL,433109615,0x80000188,JAL
202,other,1,1,433109635,0x800001b4,REGEXT,433109625,0x8000018c,VADD,433109705,0x80000190,VMUL
205,other,1,2,433109735,0x800001b4,REGEXT,433109725,0x8000018c,VADD,433109815,0x80000190,VMUL
201,other,1,4,433109625,0x800001b4,REGEXT,433109615,0x8000018c,VADD,433109695,0x80000190,VMUL
199,other,1,0,433109605,0x800001b4,REGEXT,433109595,0x8000018c,VADD,433109675,0x80000190,VMUL
206,other,1,3,433109745,0x800001b4,REGEXT,433109735,0x8000018c,VADD,433130205,0x800002b0,VLW12
203,other,1,6,433109715,0x800001b4,REGEXT,433109705,0x8000018c,VADD,433126565,0x800002b8,VSW12
207,other,1,7,433109765,0x800001b4,REGEXT,433109755,0x8000018c,VADD,433130865,0x800002b0,VLW12
204,other,1,5,433109725,0x800001b4,REGEXT,433109715,0x8000018c,VADD,433129715,0x800002b8,VSW12
212,mode1,1,6,461362995,0x800001b4,REGEXT,461362945,0x80000184,BGE,461363015,0x80000188,JAL
208,mode1,1,2,461362955,0x800001b4,REGEXT,461362905,0x80000184,BGE,461362995,0x80000188,JAL
209,mode2,1,5,461362965,0x800001b4,REGEXT,461362965,0x80000188,JAL,461362975,0x80000188,JAL
210,mode2,1,4,461362975,0x800001b4,REGEXT,461362975,0x80000188,JAL,461362985,0x80000188,JAL
213,other,1,3,461362995,0x800001b4,REGEXT,461362985,0x8000018c,VADD,461363065,0x80000190,VMUL
211,other,1,7,461362975,0x800001b4,REGEXT,461362965,0x8000018c,VADD,461363045,0x80000190,VMUL
214,other,1,0,461363005,0x800001b4,REGEXT,461362995,0x8000018c,VADD,461363075,0x80000190,VMUL
217,other,1,1,461363105,0x800001b4,REGEXT,461363095,0x8000018c,VADD,461363185,0x80000190,VMUL
